timestamp_us,raw_mag,filtered,ax,ay,az
15387436,0.948,0.007,-0.332,-0.87,0.178
15397436,0.934,0.006,-0.329,-0.854,0.186
15409360,0.924,0.002,-0.311,-0.854,0.167
15417602,0.909,-0.004,-0.3,-0.845,0.154
15427456,0.871,-0.014,-0.32,-0.795,0.154
15437436,0.879,-0.026,-0.316,-0.806,0.153
15447436,0.983,-0.022,-0.399,-0.888,0.135
15457436,1.091,0.005,-0.48,-0.972,0.125
15467559,1.071,0.036,-0.488,-0.943,0.137
15477460,1.016,0.051,-0.441,-0.903,0.15
15487436,1.022,0.057,-0.303,-0.961,0.17
15497572,0.998,0.059,-0.237,-0.952,0.181
15508008,0.892,0.046,-0.156,-0.868,0.135
15517644,0.803,0.013,-0.05,-0.79,0.139
15527444,0.797,-0.023,-0.036,-0.785,0.133
15537436,0.889,-0.041,-0.069,-0.879,0.11
15547436,1.06,-0.025,-0.133,-1.046,0.105
15557436,1.072,0.007,-0.167,-1.057,0.073
15567569,0.991,0.025,-0.197,-0.97,0.057
15577479,0.944,0.024,-0.139,-0.932,0.063
15587436,0.907,0.014,-0.101,-0.898,0.071
15597436,0.851,-0.004,-0.05,-0.849,0.038
15607436,0.848,-0.025,-0.052,-0.847,0.005
15619075,0.87,-0.039,-0.021,-0.87,0.009
15627504,0.95,-0.038,0.001,-0.95,-0.011
15637476,0.945,-0.029,-0.014,-0.944,-0.013
15647436,0.895,-0.027,-0.058,-0.893,0.012
15657436,0.838,-0.038,-0.041,-0.836,-0.021
15667436,0.831,-0.053,-0.031,-0.83,-0.045
15677949,0.9,-0.058,0.004,-0.897,-0.074
15687460,0.981,-0.044,0.025,-0.974,-0.117
15697436,0.975,-0.024,0.07,-0.958,-0.167
15707436,0.909,-0.017,0.123,-0.88,-0.19
15717695,0.87,-0.023,0.245,-0.817,-0.17
15727691,0.902,-0.028,0.315,-0.816,-0.223
15737456,0.964,-0.021,0.342,-0.868,-0.243
15747656,1.03,-0.002,0.286,-0.939,-0.312
15757436,1.083,0.027,0.237,-0.99,-0.371
15767436,1.131,0.06,0.056,-1.063,-0.38
15777575,1.029,0.08,0.046,-0.96,-0.367
15787460,0.967,0.075,0.057,-0.909,-0.325
15797436,0.891,0.056,0.077,-0.833,-0.306
15807436,0.882,0.031,0.13,-0.796,-0.356
15818963,0.977,0.021,0.261,-0.848,-0.41
15827569,1.043,0.032,0.329,-0.901,-0.41
15837487,1.201,0.064,0.499,-1.017,-0.4
15847436,1.25,0.113,0.583,-1.063,-0.304
15857436,1.081,0.136,0.514,-0.916,-0.256
15867436,0.899,0.113,0.357,-0.8,-0.202
15877436,0.836,0.067,0.304,-0.761,-0.169
15887436,0.867,0.028,0.249,-0.808,-0.196
15897436,1.185,0.036,0.762,-0.907,0.012
15907436,1.376,0.099,1.013,-0.922,0.13
15917552,1.166,0.145,0.821,-0.823,0.088
15927866,1.205,0.16,0.756,-0.88,0.327
15937460,1.163,0.17,0.688,-0.688,0.637
15947436,1.01,0.155,0.479,-0.845,0.276
15957436,0.814,0.103,0.277,-0.734,0.216
15967437,0.788,0.037,0.158,-0.706,0.313
15977436,0.957,0.001,0.112,-0.91,0.277
15987580,1.14,0.013,0.711,-0.891,0.012
15997571,1.124,0.041,0.799,-0.785,-0.095
16007436,1.069,0.054,0.733,-0.73,-0.269
16017436,0.967,0.047,0.613,-0.688,-0.292
16027727,0.933,0.025,0.558,-0.704,-0.252
16037780,0.895,-0.0,0.433,-0.768,-0.155
16047440,0.882,-0.025,0.421,-0.763,-0.136
16057436,0.9,-0.044,0.475,-0.756,-0.116
16067436,0.913,-0.055,0.543,-0.709,-0.189
16077942,0.977,-0.054,0.625,-0.708,-0.253
16087475,1.01,-0.042,0.679,-0.7,-0.262
16097436,1.027,-0.027,0.671,-0.744,-0.225
16107436,0.963,-0.02,0.632,-0.725,-0.049
16117436,0.988,-0.019,0.62,-0.77,0.031
16127695,1.024,-0.011,0.554,-0.851,0.136
16137583,1.064,0.003,0.713,-0.76,0.213
16147460,1.247,0.039,0.98,-0.748,0.188
16157436,1.464,0.112,1.186,-0.844,0.153
16167436,1.227,0.165,0.95,-0.767,0.118
16177436,1.11,0.166,0.802,-0.762,0.096
16187559,1.058,0.146,0.649,-0.833,0.061
16197475,1.005,0.117,0.641,-0.775,-0.011
16207436,1.023,0.09,0.645,-0.792,-0.065
16217436,1.01,0.069,0.593,-0.81,-0.11
16230432,1.145,0.066,0.759,-0.846,-0.141
16237544,1.268,0.092,0.904,-0.873,-0.175
16247688,1.276,0.126,0.875,-0.878,-0.303
