timestamp_us,raw_mag,filtered,ax,ay,az
12847433,2.57,-0.39,-1.777,1.212,-1.406
12857692,2.963,-0.368,-1.466,1.798,-1.844
12867461,3.124,-0.285,-1.272,2.188,-1.831
12877433,3.401,-0.17,-1.547,2.417,-1.825
12887433,3.528,-0.034,-2.019,2.153,-1.934
12897433,3.233,0.053,-2.204,1.851,-1.472
12907846,3.27,0.091,-2.201,1.905,-1.489
12917469,3.314,0.129,-1.911,2.207,-1.568
12927437,3.125,0.141,-1.46,2.347,-1.458
12937575,3.019,0.117,-1.287,2.316,-1.447
12947433,2.88,0.069,-1.045,2.205,-1.529
12958876,2.784,0.005,-0.801,2.184,-1.53
12967582,2.644,-0.071,-0.5,2.078,-1.556
12977433,1.773,-0.243,0.321,1.2,-1.266
12987433,1.722,-0.478,1.606,-0.089,-0.613
12997433,2.345,-0.592,2.184,-0.725,-0.453
13007433,3.243,-0.505,3.116,-0.898,0.016
13017532,3.377,-0.318,3.297,0.494,0.542
13027496,3.215,-0.173,2.87,1.077,0.972
13037801,2.311,-0.179,1.549,1.495,0.84
13047433,2.058,-0.313,1.056,1.761,-0.142
13057517,2.221,-0.423,1.223,1.783,-0.507
13067732,2.825,-0.42,2.073,1.878,-0.393
13077453,3.776,-0.24,2.573,2.749,-0.28
13087433,4.197,0.056,2.32,3.48,-0.346
13097433,4.385,0.353,0.732,4.309,-0.351
13107433,3.858,0.543,-0.992,3.728,-0.065
13117544,3.622,0.6,-1.589,3.253,0.091
13127484,3.259,0.573,-2.133,2.46,0.124
13137437,3.266,0.507,-2.251,1.845,-1.483
13147433,3.743,0.506,-2.406,1.831,-2.206
13158437,5.302,0.73,-3.437,3.536,-1.948
13167433,4.358,0.966,-1.317,3.802,-1.674
13177433,2.956,0.879,-1.099,2.162,-1.689
13187700,4.839,0.859,-4.222,1.076,-2.105
13197433,4.863,1.05,-4.506,-0.02,-1.827
13207433,4.468,1.148,-3.854,-0.733,-2.139
13217433,3.328,1.043,-1.998,0.767,-2.548
13227433,3.225,0.814,-1.987,0.716,-2.437
13237433,3.13,0.608,-2.278,0.54,-2.077
13247433,3.149,0.434,-2.673,0.335,-1.63
13257433,2.51,0.227,-2.125,-0.099,-1.333
13267800,2.121,-0.051,-1.748,-0.35,-1.149
13277465,1.965,-0.328,-1.584,-0.414,-1.087
13287433,2.298,-0.52,-2.05,-0.196,-1.02
13297433,2.759,-0.575,-2.45,-0.012,-1.269
13307433,3.105,-0.524,-2.4,0.677,-1.85
13318374,3.622,-0.382,-1.865,2.029,-2.351
13327465,3.907,-0.18,-1.621,2.654,-2.365
13337433,3.229,-0.065,-1.102,2.626,-1.523
13347433,2.477,-0.136,-0.966,1.977,-1.138
